Material,Name,Formula,Purity,Diameter mm,Diameter ",Thickness mm,Thickness ",Price,Rest
3.0" Dia. x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.0",6.35,0.250",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX403A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€694.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€694.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
3.0" Dia. x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.0",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX503A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€856.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€856.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.99% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
4.0" Dia. x 0.125" Thick,N/A,N/A,N/A,101.6,4.0",3.175,0.125",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX404A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
4.0" Dia. x 0.125" Thick,N/A,N/A,N/A,101.6,4.0",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX504A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€1,N/A,121.00,N/A,N/A,N/A,N/A,N/A,€1,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.99% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
4.0" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.0",6.35,0.250",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX404A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
4.0" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.0",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX504A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€1,N/A,137.00,N/A,N/A,N/A,N/A,N/A,€1,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.99% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
6.0" Dia. x 0.125" Thick,N/A,N/A,N/A,152.39999999999998,6.0",3.175,0.125",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX406A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
6.0" Dia. x 0.125" Thick,N/A,N/A,N/A,152.39999999999998,6.0",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX506A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
6.0" Dia. x 0.250" Thick,N/A,N/A,N/A,152.39999999999998,6.0",6.35,0.250",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX256A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€184.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€184.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.99% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3     PER DRAWING
6.0" Dia. x 0.250" Thick,N/A,N/A,N/A,152.39999999999998,6.0",6.35,0.250",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX406A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
6.0" Dia. x 0.250" Thick,N/A,N/A,N/A,152.39999999999998,6.0",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX506A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
8.0" Dia. x 0.125" Thick,N/A,N/A,N/A,203.2,8.0",3.175,0.125",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX258A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€271.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€271.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide Circular Sputter Target (8.0" Diameter x 0.125" Thickness,N/A,,99.99% pure),203.2,8.0",3.175,0.125",N/A,
8.0" Dia. x 0.125" Thick,N/A,N/A,N/A,203.2,8.0",3.175,0.125",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX408A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,Al2O3
8.0" Dia. x 0.250" Thick,N/A,N/A,N/A,203.2,8.0",6.35,0.250",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX258A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€273.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€273.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.99% PURE,0.38099999999999995,0.015",N/A,N/A,N/A,Al2O3
8.0" Dia. x 0.250" Thick,N/A,N/A,N/A,203.2,8.0",6.35,0.250",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX408A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Oxide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM OXIDE TARGET,ALUMINUM OXIDE TARGET,,99.999% PURE,0.254,.010",N/A,N/A,N/A,Al2O3
8.0" Dia. x 0.250" Thick,N/A,N/A,N/A,203.2,8.0",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALOX508A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Scandium,N/A,Aluminum Scandium,N/A,N/A,N/A,N/A,N/A,N/A,
70/30 WT %,N/A,N/A,70/30 WT %,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SCANDIUM TARGET,ALUMINUM/SCANDIUM TARGET,,Al/Sc 70/30 WT%,0.254,0.010",N/A,N/A,N/A, 99.99% PURE    HOT-PRESSED  BEST EFFORTS ON APPEARANCE.
3.00" Dia x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.00",6.35,0.250",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSCSPL06,N/A,EJTALSCSPL06,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Scandium,N/A,Aluminum Scandium,N/A,N/A,N/A,N/A,N/A,N/A,
70/30 AT %,N/A,N/A,70/30 AT %,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SCANDIUM TARGET,ALUMINUM/SCANDIUM TARGET,,Al/Sc 70/30 AT%,0.254,0.010",N/A,N/A,N/A, 99.99% PURE    HOT-PRESSED  BEST EFFORTS ON APPEARANCE
3.00" Dia x 3mm Thick,N/A,N/A,N/A,76.19999999999999,3.00",N/A,3,N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSCSPL11,N/A,EJTALSCSPL11,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Scandium,N/A,Aluminum Scandium,N/A,N/A,N/A,N/A,N/A,N/A,
60/40 WT %,N/A,N/A,60/40 WT %,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SCANDIUM TARGET,ALUMINUM/SCANDIUM TARGET,,Al/Sc 60/40 WT %,0.254,0.010",N/A,N/A,N/A, 99.99% PURE    BEST EFFORTS ON APPEARANCE
4.00" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.00",6.35,0.250",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC404A4,N/A,EJTALSC404A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Scandium,N/A,Aluminum Scandium,N/A,N/A,N/A,N/A,N/A,N/A,
55/45 WT %,N/A,N/A,55/45 WT %,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SCANDIUM TARGET,ALUMINUM/SCANDIUM TARGET,,55/45 WT%,0.254,0.010",N/A,N/A,N/A,Al/Sc   99.99% PURE
6.00" Dia x 0.125" Thick,N/A,N/A,N/A,152.39999999999998,6.00",3.175,0.125",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSCSPL03,N/A,EJTALSCSPL03,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Scandium,N/A,Aluminum Scandium,N/A,N/A,N/A,N/A,N/A,N/A,
60/40 AT %,N/A,N/A,60/40 AT %,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SCANDIUM TARGET,ALUMINUM/SCANDIUM TARGET,,Al/Sc 60/40 AT%,N/A,N/A,N/A,N/A,N/A, 99.95% PURE   PER DRAWING
13.1" Dia x 0.276" Thick,N/A,N/A,N/A,332.73999999999995,13.1",7.010400000000001,0.276",N/A,
99.95%,N/A,N/A,99.95%,N/A,N/A,N/A,N/A,N/A,
—,N/A,—,N/A,N/A,N/A,N/A,N/A,N/A,
—,N/A,—,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSCSPL10,N/A,EJTALSCSPL10,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper,N/A,Aluminum Silicon Copper,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper Circular Sputter Target (1.0" Diameter x 0.125" Thickness,N/A,,99.999% pure),25.4,1.0",3.175,0.125",N/A,
1.0" Dia. x 0.125" Thick,N/A,N/A,N/A,25.4,1.0",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC501A2,N/A,EJTALSC501A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper,N/A,Aluminum Silicon Copper,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper Circular Sputter Target (1.0" Diameter x 0.250" Thickness,N/A,,99.999% pure),25.4,1.0",6.35,0.250",N/A,
1.0" Dia. x 0.250" Thick,N/A,N/A,N/A,25.4,1.0",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC501A4,N/A,EJTALSC501A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper,N/A,Aluminum Silicon Copper,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SILICON/COPPER TARGET,ALUMINUM/SILICON/COPPER TARGET,,Al/Si/Cu 98/1/1 WT%,0.254,0.010",N/A,N/A,N/A, 99.999% PURE
2.0" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.0",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC502A2,N/A,EJTALSC502A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper,N/A,Aluminum Silicon Copper,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SILICON/COPPER TARGET,ALUMINUM/SILICON/COPPER TARGET,,Al/Si/Cu 98/1/1 WT%,0.254,0.010",N/A,N/A,N/A, 99.999% PURE
2.0" Dia. x 0.250" Thick,N/A,N/A,N/A,50.8,2.0",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC502A4,N/A,EJTALSC502A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper,N/A,Aluminum Silicon Copper,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SILICON/COPPER TARGET,ALUMINUM/SILICON/COPPER TARGET,,Al/Si/Cu 98/1/1 WT%,0.254,0.010",N/A,N/A,N/A, 99.999% PURE
3.0" Dia. x 0.125" Thick,N/A,N/A,N/A,76.19999999999999,3.0",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC503A2,N/A,EJTALSC503A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper,N/A,Aluminum Silicon Copper,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SILICON/COPPER TARGET,ALUMINUM/SILICON/COPPER TARGET,,Al/Si/Cu 98/1/1 WT%,0.254,0.010",N/A,N/A,N/A, 99.999% PURE
3.0" Dia. x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.0",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC503A4,N/A,EJTALSC503A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper,N/A,Aluminum Silicon Copper,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SILICON/COPPER TARGET,ALUMINUM/SILICON/COPPER TARGET,,Al/Si/Cu 98/1/1 WT%,0.254,0.010",N/A,N/A,N/A, 99.999% PURE
4.0" Dia. x 0.125" Thick,N/A,N/A,N/A,101.6,4.0",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC504A2,N/A,EJTALSC504A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum Silicon Copper,N/A,Aluminum Silicon Copper,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM/SILICON/COPPER TARGET,ALUMINUM/SILICON/COPPER TARGET,,Al/Si/Cu 98/1/1 WT%,0.254,0.010",N/A,N/A,N/A, 99.999% PURE
4.0" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.0",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALSC504A4,N/A,EJTALSC504A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
